Timestamp,T,RH,AH,CO(GT),NO2(GT),Temperature_Anomaly,ML_Anomaly
2004-03-20 03:00:00,13.8,55.1,0.8666,1.3,,False,False
2004-03-20 04:00:00,13.8,54.6,0.8574,,55.0,False,False
2004-03-20 05:00:00,13.6,55.1,0.856,0.8,53.0,False,False
2004-03-20 06:00:00,13.6,59.0,0.9129,0.8,67.0,False,False
2004-03-20 07:00:00,13.5,58.4,0.896,1.1,91.0,False,False
2004-03-20 08:00:00,13.8,58.0,0.9083,2.1,113.0,False,False
2004-03-20 09:00:00,14.6,53.1,0.8765,2.4,102.0,False,False
2004-03-20 10:00:00,15.0,52.3,0.8881,2.6,107.0,False,False
2004-03-20 11:00:00,15.4,52.1,0.9046,2.8,113.0,False,False
2004-03-20 12:00:00,16.3,50.0,0.9158,2.6,108.0,False,False
2004-03-20 13:00:00,17.1,47.9,0.9281,2.6,105.0,False,False
2004-03-20 14:00:00,19.0,42.9,0.937,2.1,93.0,False,False
2004-03-20 15:00:00,19.5,42.3,0.9476,1.7,87.0,False,False
2004-03-20 16:00:00,19.5,42.3,0.9493,1.6,76.0,False,False
2004-03-20 17:00:00,19.1,43.8,0.9556,2.1,94.0,False,False
2004-03-20 18:00:00,18.5,46.3,0.9744,2.3,110.0,False,False
2004-03-20 19:00:00,17.4,51.6,1.0159,3.5,136.0,False,False
2004-03-20 20:00:00,17.1,51.3,0.9914,3.9,139.0,False,False
2004-03-20 21:00:00,16.4,53.8,0.9964,3.3,125.0,False,False
2004-03-20 22:00:00,16.2,55.4,1.0132,2.3,111.0,False,False
2004-03-20 23:00:00,15.9,57.7,1.0356,2.1,97.0,False,False
2004-03-21 00:00:00,15.7,58.6,1.0396,2.8,107.0,False,False
2004-03-21 01:00:00,15.1,60.9,1.0398,2.1,90.0,False,False
2004-03-21 02:00:00,15.6,56.6,0.9951,1.6,84.0,False,False
2004-03-21 03:00:00,15.2,57.9,0.9941,1.6,,False,False
2004-03-21 04:00:00,15.4,57.8,1.0021,,87.0,False,False
2004-03-21 05:00:00,14.9,60.6,1.0196,1.1,66.0,False,False
2004-03-21 06:00:00,14.5,63.0,1.0316,0.7,36.0,False,False
2004-03-21 07:00:00,14.2,66.2,1.063,0.8,62.0,False,False
2004-03-21 08:00:00,14.5,65.3,1.0704,1.2,91.0,False,False
2004-03-21 09:00:00,15.3,62.1,1.073,1.4,89.0,False,False
2004-03-21 10:00:00,16.3,59.0,1.0868,1.7,93.0,False,False
2004-03-21 11:00:00,18.9,49.6,1.07,1.8,81.0,False,False
2004-03-21 12:00:00,19.4,46.1,1.0249,1.8,82.0,False,False
2004-03-21 13:00:00,20.8,41.6,1.0091,1.9,80.0,False,False
2004-03-21 14:00:00,21.4,40.3,1.0126,1.3,48.0,False,False
2004-03-21 15:00:00,21.2,39.3,0.9791,1.6,61.0,False,False
2004-03-21 16:00:00,20.3,38.0,0.8942,1.9,89.0,False,False
2004-03-21 17:00:00,19.4,41.3,0.9206,2.3,105.0,False,False
2004-03-21 18:00:00,18.5,43.8,0.9252,3.8,116.0,False,False
2004-03-21 19:00:00,17.8,48.1,0.9689,3.5,119.0,False,False
2004-03-21 20:00:00,17.9,46.9,0.952,4.3,144.0,False,False
2004-03-21 21:00:00,17.4,49.1,0.9688,2.8,123.0,False,False
2004-03-21 22:00:00,17.0,51.7,0.9914,1.9,105.0,False,False
2004-03-21 23:00:00,16.4,55.1,1.0198,1.9,93.0,False,False
2004-03-22 00:00:00,16.1,60.0,1.0919,1.7,86.0,False,False
2004-03-22 01:00:00,15.8,60.5,1.0805,1.5,76.0,False,False
2004-03-22 02:00:00,16.3,57.0,1.0491,0.6,33.0,False,False
2004-03-22 03:00:00,16.9,53.9,1.0309,0.4,,False,False
2004-03-22 04:00:00,16.1,55.9,1.0153,,27.0,False,False
2004-03-22 05:00:00,16.5,53.9,1.0049,0.3,23.0,False,False
2004-03-22 06:00:00,16.4,54.0,0.9979,0.6,46.0,False,False
2004-03-22 07:00:00,15.7,57.6,1.0195,1.2,76.0,False,False
2004-03-22 08:00:00,15.8,53.7,0.9571,3.6,116.0,False,False
2004-03-22 09:00:00,17.4,42.1,0.8281,3.7,115.0,False,False
2004-03-22 10:00:00,17.9,38.4,0.7793,1.8,83.0,False,False
2004-03-22 11:00:00,18.5,36.7,0.7764,1.6,87.0,False,False
2004-03-22 12:00:00,21.0,29.6,0.7263,1.9,90.0,False,False
2004-03-22 13:00:00,21.3,28.1,0.7067,2.0,87.0,False,False
2004-03-22 14:00:00,21.3,26.1,0.6539,2.2,99.0,False,False
2004-03-22 15:00:00,21.3,26.8,0.6681,2.1,99.0,False,False
2004-03-22 16:00:00,21.3,24.2,0.606,2.3,101.0,False,False
2004-03-22 17:00:00,20.2,28.5,0.6682,2.6,103.0,False,False
2004-03-22 18:00:00,17.0,43.1,0.8264,3.8,129.0,False,False
2004-03-22 19:00:00,15.6,47.4,0.8347,4.4,143.0,False,False
2004-03-22 20:00:00,15.3,47.4,0.8178,4.5,146.0,False,False
2004-03-22 21:00:00,14.5,49.7,0.8177,3.3,124.0,False,False
2004-03-22 22:00:00,13.9,52.0,0.8231,2.0,113.0,False,False
2004-03-22 23:00:00,14.5,49.4,0.8106,1.1,80.0,False,False
2004-03-23 00:00:00,13.8,51.4,0.8071,0.9,72.0,False,False
2004-03-23 01:00:00,14.0,51.3,0.8163,0.8,64.0,False,False
2004-03-23 02:00:00,13.0,56.8,0.8444,0.7,70.0,False,False
2004-03-23 03:00:00,11.0,70.0,0.9215,0.5,,False,False
2004-03-23 04:00:00,10.1,76.8,0.9483,,31.0,False,False
2004-03-23 05:00:00,8.8,80.5,0.9147,0.3,22.0,False,False
2004-03-23 06:00:00,9.6,75.4,0.9004,0.5,47.0,False,False
2004-03-23 07:00:00,9.8,75.0,0.9093,1.1,88.0,False,False
2004-03-23 08:00:00,10.0,74.2,0.9117,3.0,130.0,False,False
2004-03-23 09:00:00,11.2,69.7,0.9232,3.8,132.0,False,False
2004-03-23 10:00:00,12.0,62.9,0.8803,3.4,132.0,False,False
2004-03-23 11:00:00,12.8,55.8,0.821,3.0,131.0,False,False
2004-03-23 12:00:00,13.1,54.8,0.8234,2.7,129.0,False,False
2004-03-23 13:00:00,13.8,53.4,0.8351,3.5,132.0,False,False
2004-03-23 14:00:00,16.0,42.4,0.7674,2.8,110.0,False,False
2004-03-23 15:00:00,14.1,49.8,0.7971,1.9,99.0,False,False
2004-03-23 16:00:00,12.0,61.1,0.8537,2.0,100.0,False,False
2004-03-23 17:00:00,13.6,54.6,0.8465,3.0,122.0,False,False
2004-03-23 18:00:00,13.7,49.5,0.7695,1.9,97.0,False,False
2004-03-23 19:00:00,11.7,57.1,0.7822,2.7,112.0,False,False
2004-03-23 20:00:00,11.5,58.2,0.7867,3.3,128.0,False,False
2004-03-23 21:00:00,12.6,54.2,0.7881,1.7,101.0,False,False
2004-03-23 22:00:00,12.0,54.9,0.7664,1.3,96.0,False,False
2004-03-23 23:00:00,11.0,61.4,0.8057,1.3,86.0,False,False
2004-03-24 00:00:00,11.1,62.2,0.8199,1.2,85.0,False,False
2004-03-24 01:00:00,10.8,62.5,0.8082,1.1,79.0,False,False
2004-03-24 02:00:00,11.3,60.0,0.8025,0.9,61.0,False,False
2004-03-24 03:00:00,10.6,61.6,0.7856,0.6,,False,False
2004-03-24 04:00:00,10.2,62.7,0.7813,,66.0,False,False
2004-03-24 05:00:00,10.9,58.6,0.7628,0.6,54.0,False,False
2004-03-24 06:00:00,10.8,57.2,0.7382,0.8,57.0,False,False
2004-03-24 07:00:00,10.4,59.2,0.7455,1.2,75.0,False,False
2004-03-24 08:00:00,11.0,57.3,0.7501,3.1,97.0,False,False
2004-03-24 09:00:00,11.2,56.9,0.7565,4.4,110.0,False,False
2004-03-24 10:00:00,12.1,54.9,0.7734,3.4,113.0,False,False
2004-03-24 11:00:00,15.1,44.3,0.7535,1.7,88.0,False,False
2004-03-24 12:00:00,15.6,40.6,0.7146,1.5,85.0,False,False
2004-03-24 13:00:00,16.9,34.6,0.6597,1.7,96.0,False,False
2004-03-24 14:00:00,16.6,35.6,0.6697,2.2,106.0,False,False
2004-03-24 15:00:00,11.3,63.9,0.8554,,91.0,False,False
2004-03-24 16:00:00,9.6,81.1,0.972,2.7,126.0,False,False
2004-03-24 17:00:00,11.7,69.1,0.9497,2.8,130.0,False,False
2004-03-24 18:00:00,10.7,68.5,0.8794,2.7,111.0,False,False
2004-03-24 19:00:00,10.7,67.3,0.8643,4.5,134.0,False,False
2004-03-24 20:00:00,10.8,65.7,0.8486,3.5,136.0,False,False
2004-03-24 21:00:00,10.3,66.3,0.8336,2.6,125.0,False,False
2004-03-24 22:00:00,10.1,66.9,0.8248,1.7,108.0,False,False
2004-03-24 23:00:00,10.4,61.1,0.7717,1.3,87.0,False,False
2004-03-25 00:00:00,10.3,59.9,0.7516,1.3,89.0,False,False
2004-03-25 01:00:00,11.0,58.4,0.7686,1.0,58.0,False,False
2004-03-25 02:00:00,9.1,68.1,0.789,0.7,54.0,False,False
2004-03-25 03:00:00,9.5,68.2,0.8091,0.7,,False,False
2004-03-25 04:00:00,9.3,72.3,0.8496,0.5,28.0,False,False
2004-03-25 05:00:00,9.9,66.8,0.8152,0.5,20.0,False,False
2004-03-25 06:00:00,7.6,83.2,0.8695,0.6,51.0,False,False
2004-03-25 07:00:00,8.1,79.0,0.8544,1.1,82.0,False,False
2004-03-25 08:00:00,8.7,74.6,0.8429,2.7,112.0,False,False
2004-03-25 09:00:00,8.6,75.1,0.8415,3.5,119.0,False,False
2004-03-25 10:00:00,9.7,69.7,0.8389,2.3,99.0,False,False
2004-03-25 11:00:00,11.0,64.4,0.8447,1.6,98.0,False,False
2004-03-25 12:00:00,13.6,53.0,0.8209,1.3,88.0,False,False
2004-03-25 13:00:00,14.2,48.4,0.778,2.0,96.0,False,False
2004-03-25 14:00:00,14.2,46.3,0.7438,1.9,81.0,False,False
2004-03-25 15:00:00,16.0,41.3,0.7462,1.9,92.0,False,False
2004-03-25 16:00:00,17.7,35.4,0.7094,2.2,105.0,False,False
2004-03-25 17:00:00,17.1,37.4,0.7225,2.0,88.0,False,False
2004-03-25 18:00:00,14.9,40.5,0.6835,2.9,103.0,False,False
2004-03-25 19:00:00,13.4,47.8,0.7293,5.2,141.0,False,False
2004-03-25 20:00:00,12.6,52.5,0.7642,4.6,133.0,False,False
2004-03-25 21:00:00,12.2,53.2,0.7555,2.5,119.0,False,False
2004-03-25 22:00:00,10.6,56.1,0.714,1.5,106.0,False,False
2004-03-25 23:00:00,9.9,59.5,0.7276,1.2,92.0,False,False
2004-03-26 00:00:00,9.6,61.1,0.7323,1.7,97.0,False,False
2004-03-26 01:00:00,9.7,61.6,0.7425,1.4,91.0,False,False
2004-03-26 02:00:00,9.4,62.6,0.7398,1.2,83.0,False,False
